IE;CNPJ;RAZAO;SIT;ARRECADACAO;ENTRADAS;SAIDAS;REGIME;SEGM;MUNICIPIO;DRR;DATA-IE;CONTADOR
"076166007";"29824779000141";"GILSON GUILHERMINO DA SILVA 10512245436";"C";;179.255,39;;"SIMEI";"TECIDOS";"SURUBIM";"II";05/03/2018;
"076134580";"29803365000136";"RICARDO JOSE BRITO LOPES DA ROCHA 09793411406";"A";2.545,95;41.338,80;61.358,50;"SIMEI";"VAREJO";"JABOATAO DOS GUARARAPES";"I";05/03/2018;
"076121097";"29795253000180";"ADELSON ANTONIO DO NASCIMENTO 14428740409";"A";;117.352,51;;"SIMEI";"SUPERMERCADOS";"RECIFE";"I";05/03/2018;
"076120600";"29795121000159";"DAMIAO ASSUNCAO DOS SNTOS 09493180433";"A";;53.897,57;2.732.296,93;"SIMEI";"VAREJO";"TORITAMA";"II";05/03/2018;
"076117731";"29792712000172";"RAFAEL DA SILVA CRISTOVAO 10826498485";"C";;216.562,62;;"SIMEI";"BEBIDAS";"JUPI";"II";05/03/2018;
"076116417";"29791508000137";"ANA MARIA DOS SANTOS FILHA 78000041472";"A";;146.010,00;;"SIMEI";"ATACADO DE ALIMENTOS";"SAO LOURENCO DA MATA";"I";05/03/2018;
"076081109";"26270396000342";"MARCIO DA SILVA FREITAS";"S";;;586.710,20;"NORMAL";"TECIDOS";"TAQUARITINGA DO NORTE";"II";05/03/2018;
"076080986";"26360456000407";"KLETIA WILANE FARIAS";"S";;31.429,49;622.972,30;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";05/03/2018;
"076080803";"27584943000599";"FLAVIO FRANCISCO DOS SANTOS LEITE EPP";"S";;115.543,68;348.300,40;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";05/03/2018;
"076080129";"29842460000149";"GEOVANO BENTO ALVES";"C";;634.993,44;;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";05/03/2018;
"076052850";"29768873000120";"ANDERSON DA SILVA MENDES 10385123442";"A";;21.959,08;1.491.084,22;"SIMEI";"TECIDOS";"CAMARAGIBE";"I";26/02/2018;
"076051293";"29767187000135";"EDNILTON BARBOZA DOS SANTOS 05967859411";"C";;278.985,64;;"SIMEI";"TECIDOS";"VERTENTES";"II";26/02/2018;
"076039161";"29757714000120";"ROSIANO JOSE DA SILVA 12418968871";"C";;163.835,51;;"SIMEI";"TECIDOS";"VERTENTES";"II";26/02/2018;
"076028631";"29749434000170";"MARIA CLARA ALVES DOS SANTOS 71504248481";"A";;20.954,21;110.127,50;"SIMEI";"VAREJO";"JABOATAO DOS GUARARAPES";"I";26/02/2018;
"076022609";"29745748000103";"SUEDILSON ANTONIO DE SOBRAL 08614452446";"C";;566,40;402.809,00;"SIMEI";"TECIDOS";"VERTENTES";"II";26/02/2018;
"076013367";"29727684000100";"SEVERINO GOMES DA SILVA 09106792405";"A";2,11;145.470,45;154.907,90;"SIMEI";"TECIDOS";"CARUARU";"II";26/02/2018;
"075975173";"29734920000115";"LUIZ HENRIQUE DA SILVA RIBEIRO 70164712410";"C";;302.820,00;;"SIMEI";"ATACADO DE ALIMENTOS";"SANTA CRUZ DO CAPIBARIBE";"II";26/02/2018;
"075963833";"29776311000129";"EDUARDO BRAZ DA SILVA";"C";538,68;245.395,00;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"JUREMA";"II";26/02/2018;
"075958830";"27469467000727";"FABIANO BERTO DE SOUZA SILVA EPP";"C";;278.972,21;908.061,96;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";23/02/2018;
"075958759";"27744825000843";"JOSE ALAN DA SILVA VAREJISTA DE TECIDOS EPP";"S";;46.192,03;515.491,40;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";23/02/2018;
"075953013";"29753766000129";"CAROLAINE BRITO DE ARAUJO";"C";;2.327.375,00;214.837,07;"NORMAL";"BEBIDAS";"VERTENTE DO LERIO";"II";22/02/2018;
"075950006";"29738154000167";"E D A COMERCIO DE MATERIAL DE LIMPEZA LTDA";"C";;165.803,59;366.059,00;"NORMAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";21/02/2018;
"075945932";"29727080000163";"DAYVID ANTONY ALVES DA SILVA";"C";;941.854,81;273.772,90;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";20/02/2018;
"075945851";"29727057000179";"ELISON JOSE DA SILVA";"C";;1.054.705,35;255.423,20;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";20/02/2018;
"075944022";"15385299000117";"ANTONIO CAMPELO DE ALBUQUERQUE EPP";"S";;;2.668.337,85;"NORMAL";"MATERIAL DE CONSTRUCAO";"RECIFE";"I";20/02/2018;
"075852500";"29641500000194";"JOSE ADRIANO DA SILVA 26574617863";"C";;257.072,20;;"SIMEI";"VAREJO";"CARUARU";"II";16/02/2018;
"075838346";"29632259000137";"TARCIANA DOS SANTOS SOBRAL SILVA 06134284475";"A";61,63;167.456,18;;"SIMEI";"ATACADO DE ALIMENTOS";"OLINDA";"I";16/02/2018;
"075829193";"23378578000181";"ALVARO ELSON QUEIROZ DE BARROS 07510568471";"A";;369.792,70;;"SIMEI";"VEICULOS";"SAO JOSE DO EGITO";"II";16/02/2018;
"075809753";"29699142000170";"FRANCIELY M DA SILVA";"C";80,00;207.095,76;3.684.426,23;"NORMAL";"BEBIDAS";"ITAMBE";"I";16/02/2018;
"075809672";"29699130000146";"FABIO M. DA SILVA";"C";;1.018.273,30;;"NORMAL";"BEBIDAS";"ALTINHO";"II";16/02/2018;"SANDRA APARECIDA SOARES DA SILVA"
"075808781";"29697512000130";"DARLAN J. DA SILVA";"C";;949.920,35;;"NORMAL";"BEBIDAS";"JUPI";"II";16/02/2018;"SANDRA APARECIDA SOARES DA SILVA"
"075807548";"27469467000646";"FABIANO BERTO DE SOUZA SILVA EPP";"S";;;243.566,40;"NORMAL";"TECIDOS";"TAQUARITINGA DO NORTE";"II";16/02/2018;
"075807114";"29694695000130";"COSME V. DE ANDRADE";"C";;978.842,37;;"NORMAL";"BEBIDAS";"CATENDE";"I";16/02/2018;"SANDRA APARECIDA SOARES DA SILVA"
"075792419";"29650977000136";"RAFAEL TEODORO DA ROCHA";"A";;1.194.760,00;451.544,00;"NORMAL";"SUPERMERCADOS";"IPUBI";"III";08/02/2018;
"075784076";"27174665000500";"VANESSA BATISTA DE SALES";"S";;171.495,93;1.312.745,50;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";06/02/2018;
"075769514";"28761702000107";"EVA MARIA DA SILVA RODRIGUES 05102429361";"A";;215.203,00;;"SIMEI";"BEBIDAS";"CUPIRA";"II";05/02/2018;
"075753510";"29597392000108";"UBIRAJARA JOSE DA COSTA 78258529404";"A";;255.664,22;;"SIMEI";"MATERIAL DE CONSTRUCAO";"IGARASSU";"I";05/02/2018;
"075741938";"28968889000114";"JESIVALDO FRANCISCO DA SILVA 02149025442";"C";;543.307,95;;"SIMEI";"ATACADO DE ALIMENTOS";"VITORIA DE SANTO ANTAO";"II";05/02/2018;
"075739798";"29587671000182";"JOSE MAVIAEL DA SILVA 11518018440";"C";;1.026.294,48;2.023.606,57;"SIMEI";"VAREJO";"BREJO DA MADRE DE DEUS";"II";05/02/2018;
"075703505";"29565235000102";"GUSTAVO CRUZ PINTO 12825960470";"A";;133.299,76;10,00;"SIMEI";"VAREJO";"VERTENTES";"II";05/02/2018;
"075698153";"29561106000146";"ANTONIO BERNARDINO DA SILVA 61376566915";"C";;172.779,30;;"SIMEI";"TECIDOS";"TORITAMA";"II";05/02/2018;
"075697939";"29561084000114";"ZENILDO JOSE SILVA DE LIMA 07874621441";"C";;351.251,83;;"SIMEI";"TECIDOS";"CARUARU";"II";05/02/2018;
"075697424";"29560987000180";"ANTONIO AMERICO SOBRINHO 99139162834";"C";;177.287,73;;"SIMEI";"TECIDOS";"TORITAMA";"II";05/02/2018;
"075697181";"29560959000163";"CLAUDIONOR PEREIRA DE ANDRADE 88353834472";"C";;203.402,81;;"SIMEI";"TECIDOS";"CARUARU";"II";05/02/2018;
"075696886";"29560902000164";"ALCIDES NOGUEIRA DA SILVA 04968873433";"C";;246.491,13;;"SIMEI";"TECIDOS";"SURUBIM";"II";05/02/2018;
"075696614";"29560874000185";"ADEILDO DE CARVALHO 23532949873";"C";;192.502,63;;"SIMEI";"TECIDOS";"VERTENTES";"II";05/02/2018;
"075696533";"29560838000111";"JOSELIO NUNES DE LIMA 05998236408";"C";;231.659,90;;"SIMEI";"TECIDOS";"VERTENTES";"II";05/02/2018;
"075696371";"29560788000172";"ERIVALDO BISPO DE MELO 08118429407";"C";;217.753,30;;"SIMEI";"TECIDOS";"VERTENTES";"II";05/02/2018;
"075696100";"29560683000113";"JUNIOR LIBERATO DE ARAUJO 02429423421";"C";;250.149,69;;"SIMEI";"TECIDOS";"FREI MIGUELINHO";"II";05/02/2018;
"075695995";"29560656000140";"JOSE EDVALDO DE SANTANA SILVA 29594446803";"C";;241.273,59;;"SIMEI";"TECIDOS";"FREI MIGUELINHO";"II";05/02/2018;
"075666200";"27584943000408";"FLAVIO FRANCISCO DOS SANTOS LEITE EPP";"S";;;239.295,00;"NORMAL";"TECIDOS";"VERTENTES";"II";01/02/2018;
"075661748";"29578590000116";"NATALI S C DA SILVA";"S";;;271.550,00;"NORMAL";"TECIDOS";"JATAUBA";"II";31/01/2018;
"075661233";"29577729000107";"COMERCIAL PEDRA GRANDE EIRELI";"A";;;901.622,19;"NORMAL";"BEBIDAS";"FLORES";"II";31/01/2018;
"075653800";"29548241000151";"FELIZARDA RODRIGUES BEZERRA 74792130425";"A";;364.420,00;;"SIMEI";"ATACADO DE ALIMENTOS";"OLINDA";"I";29/01/2018;
"075627132";"29533663000153";"MAY ANNE ARRAES COSTA 04342846454";"A";2.021,29;141.535,01;;"SIMEI";"VAREJO";"ARARIPINA";"III";29/01/2018;
"075588994";"29511247000154";"LOURIVAL NUNES RODRIGUES 14283506400";"B";;161.225,00;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"PORTO";"I";29/01/2018;
"075588560";"29511092000156";"DANIEL ALVES NASCIMENTO 06880747310";"A";;59.163,36;;"SIMEI";"BEBIDAS";"EXU";"III";29/01/2018;
"075587831";"29510911000140";"JEFFERSON JOSE DE MENDONCA 01698820399";"C";;79.300,05;;"SIMEI";"BEBIDAS";"SALGUEIRO";"III";29/01/2018;
"075576473";"29509768000177";"JOSE JANILSON FERREIRA VERISSIMO 06702669496";"A";;99.566,37;;"SIMEI";"BEBIDAS";"SANTA TEREZINHA";"II";29/01/2018;
"075571919";"29506184000148";"LUSANIRA PIRES DOS SANTOS 75585103415";"C";;189.614,99;;"SIMEI";"ATACADO DE ALIMENTOS";"RECIFE";"I";29/01/2018;
"075570602";"29505647000157";"MARIA DO CEU SIMPLICIO DE MELO 71656898420";"A";;294.636,00;;"SIMEI";"ATACADO DE ALIMENTOS";"JABOATAO DOS GUARARAPES";"I";29/01/2018;
"075561875";"29500786000198";"ALBERICO JOSE DE SANTANA 07453200407";"C";;96.450,00;;"SIMEI";"ATACADO DE ALIMENTOS";"RECIFE";"I";29/01/2018;
"075553694";"29553545000107";"G RUVVER DE AQUINO";"S";;;339.755,60;"SIMPLES NACIONAL";"MATERIAL DE CONSTRUCAO";"NAZARE DA MATA";"I";29/01/2018;
"075553260";"29553482000199";"JOSIER BATISTA PEREIRA MERCANTIL";"C";;322.699,01;;"NORMAL";"SUPERMERCADOS";"SAO JOSE DO BELMONTE";"III";29/01/2018;"FRANCISCO DE ASSIS FILGUEIRAS DUARTE"
"075552531";"29553102000116";"BRUNA MAYARA DA SILVA COMERCIO";"C";;2.942.630,40;647.632,12;"NORMAL";"BEBIDAS";"PEDRA";"II";29/01/2018;
"075544199";"29529190000110";"JOSE SELSON CABRAL PACHECO DA SILVA";"C";;787.918,33;715.707,50;"NORMAL";"VAREJO";"BREJO DA MADRE DE DEUS";"II";25/01/2018;
"075543117";"29528522000142";"V. JUNIOR DE S. SILVA";"C";;1.488.719,33;;"NORMAL";"BEBIDAS";"CASINHAS";"II";25/01/2018;"SANDRA APARECIDA SOARES DA SILVA"
"075541840";"17470039000256";"JOSE SAULO PEREIRA ME";"A";;1.862.315,40;;"SIMPLES NACIONAL";"TECIDOS";"TORITAMA";"II";25/01/2018;"CLECIA TEIXEIRA DE VASCONCELOS"
"075536099";"29489437000112";"WUALISON JUSTINO DA SILVA SOUZA 10038212439";"B";;243.359,65;;"NORMAL";"VAREJO";"BOA VISTA";"I";23/01/2018;
"075535440";"29489175000196";"MARIA FABIANA DA SILVA 06962959460";"A";;163.455,07;;"SIMEI";"VAREJO";"CARUARU";"II";23/01/2018;
"075534983";"29489078000101";"MARIA APARECIDA DA SILVA LINO 10993424490";"A";;154.845,69;;"SIMEI";"VAREJO";"CARUARU";"II";23/01/2018;
"075534126";"29488783000186";"CARLOS AUGUSTO BEZERRA 08839785477";"A";;134.735,00;;"SIMEI";"ATACADO DE ALIMENTOS";"SAO LOURENCO DA MATA";"I";23/01/2018;
"075534045";"29488767000193";"DELWIS DE OLIVEIRA SILVA 70212997459";"C";;76.360,00;;"SIMEI";"ATACADO DE ALIMENTOS";"ESCADA";"I";23/01/2018;
"075533901";"29488746000178";"JACKSON MARQUES DA SILVA VICENTE 06246882404";"C";;171.260,00;;"SIMEI";"ATACADO DE ALIMENTOS";"GRAVATA";"II";23/01/2018;
"075533820";"29488733000107";"ADILSON DOS SANTOS 70789746468";"A";;132.835,00;;"SIMEI";"ATACADO DE ALIMENTOS";"RECIFE";"I";23/01/2018;
"075503913";"29470089000131";"RAFAEL MARTINS CAVALCANTI 11787009416";"A";1,00;68.901,26;127.885,88;"SIMEI";"MEDICAMENTOS";"RECIFE";"I";23/01/2018;
"075493349";"29463735000133";"LARISSA THAYNA DA SILVA CAVALCANTE 13342611480";"C";;113.359,75;1.285.610,30;"SIMEI";"VAREJO";"VERTENTES";"II";23/01/2018;
"075491990";"29463306000166";"CARLA MIRELI CALADO DA SILVA 11044913460";"C";;366.607,68;1.528.225,09;"SIMEI";"INDUSTRIA DE ALIMENTOS";"TORITAMA";"II";23/01/2018;
"075466708";"29447078000130";"RODRIGO GOMES DE LIMA 71076137407";"C";;1.337.013,82;2.503.776,40;"SIMEI";"VAREJO";"BREJO DA MADRE DE DEUS";"II";23/01/2018;
"075442000";"29499305000171";"LEONARDO CLECIO CAVALCANTI ALBUQUERQUE EIRELI";"S";;105.906,50;37.000,00;"NORMAL";"INDUSTRIA DE ALIMENTOS";"VENTUROSA";"II";22/01/2018;"CYBELLE CORDEIRO CALADO"
"075441977";"29499278000137";"JOSE WELLINGTON FERREIRA DA SILVA  HIRAKAWA -  ALIMENTOS";"C";;91.008,20;;"NORMAL";"VAREJO";"CAETES";"II";22/01/2018;"ANA LUCIA DE OLIVEIRA SABINO"
"075440571";"29495638000122";"VAUDEIRTON P. DE MELO COMERCIO";"C";;1.057.941,31;;"NORMAL";"SUPERMERCADOS";"SALGUEIRO";"III";22/01/2018;"FRANCISCO DE ASSIS FILGUEIRAS DUARTE"
"075434504";"29480327000190";"THIAGO SANTOS DE LIMA COMERCIO";"C";;181.727,82;2.478.907,89;"NORMAL";"BEBIDAS";"PEDRA";"II";19/01/2018;
"075432803";"27744825000762";"JOSE ALAN DA SILVA VAREJISTA DE TECIDOS EPP";"S";;43.278,19;346.023,50;"NORMAL";"TECIDOS";"TAQUARITINGA DO NORTE";"II";18/01/2018;
"075432714";"27469467000565";"FABIANO BERTO DE SOUZA SILVA EPP";"S";;16.800,00;534.240,20;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";18/01/2018;
"075431742";"29471348000149";"LUCLECIO CARLOS SILVA DE LIMA";"C";;1.035.756,52;1.108.962,48;"NORMAL";"VAREJO";"BREJO DA MADRE DE DEUS";"II";18/01/2018;
"075431076";"29470775000102";"M. F. DE SOUZA JUNIOR EPP";"C";;952.834,01;;"NORMAL";"SUPERMERCADOS";"ANGELIM";"II";18/01/2018;"SANDRA APARECIDA SOARES DA SILVA"
"075426315";"26360456000318";"KLETIA WILANE FARIAS";"S";711,79;462.981,88;1.458.801,10;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";17/01/2018;
"075423804";"29431881000187";"DAYANNE JOYCE SILVA SERAFIM 09350125404";"A";;157.453,94;;"SIMEI";"TECIDOS";"SALGADINHO";"I";16/01/2018;
"075423561";"29431860000161";"GILDERLANIO VIEIRA BARROS 09542196431";"C";;272.797,54;;"SIMEI";"TECIDOS";"BOM JARDIM";"II";16/01/2018;
"075412870";"29426112000190";"RODRIGUES SARAIVA DOS ANJOS 08844805421";"A";890,34;48.535,74;;"SIMEI";"TECIDOS";"CABROBO";"III";16/01/2018;
"075385295";"29410459000145";"JAILSON CLEMENTINO DOS SANTOS FILHO 70540287407";"C";;82.102,72;364.365,50;"SIMEI";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";16/01/2018;
"075357917";"29395748000112";"JANICLEA DOS SANTOS ALVES 06620313426";"A";;160.753,99;;"SIMEI";"BEBIDAS";"SAO JOSE DO EGITO";"II";16/01/2018;
"075341590";"29387279000190";"AGUINALDO SOARES DE FRANCA 10281031401";"C";;94.513,93;343.767,50;"SIMEI";"TECIDOS";"SURUBIM";"II";16/01/2018;
"075312654";"29336861000127";"IRANILDO LAURINDO DA SILVA 05094212451";"B";;373.017,02;;"NORMAL";"VAREJO";"SURUBIM";"II";15/01/2018;
"075299020";"29328225000153";"BEATRIZ PEREIRA DA SILVA 06777496432";"B";;385.138,89;;"NORMAL";"VAREJO";"SURUBIM";"II";15/01/2018;
"075278707";"29436321000115";"R.L. DA SILVA - MERCADINHO EPP";"C";;1.032.076,83;;"NORMAL";"SUPERMERCADOS";"ALIANCA";"I";15/01/2018;"SANDRA APARECIDA SOARES DA SILVA"
"075278103";"29435626000102";"VALERIA APARECIDA DA SILVA";"A";144,00;217.816,73;514.953,20;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";15/01/2018;"PAULO RONALDO DA SILVA"
"075277999";"29435619000100";"GRACIELE DANTAS DE SOUZA ALIMENTOS EPP";"C";;1.030.533,70;;"NORMAL";"ATACADO DE ALIMENTOS";"IBIMIRIM";"II";15/01/2018;
"075277131";"29435525000131";"IVANILDO JOSE DA SILVA COMERCIO ME";"C";;;95.082,00;"SIMPLES NACIONAL";"VAREJO";"RIBEIRAO";"I";15/01/2018;"DANIELLA LETICIA DA SILVA OLIVEIRA"
"075276836";"09579300000494";"ALEXANDRE PAULO DA SILVA ME";"C";;957.288,72;;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";15/01/2018;
"075276755";"28610799000580";"JONAS SAMPAIO ROCHA ME";"S";;916.383,62;;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";15/01/2018;
"075275350";"29425540000107";"DDS INDUSTRIA E COMERCIO DE UTENSILIOS DOMESTICOS EIRELI ME";"A";;;60.785,00;"NORMAL";"INDUSTRIA";"GRAVATA";"II";12/01/2018;
"075271605";"29416251000133";"CUPIRA REPRESENTACOES E COMERCIO DE ALIMENTOS EIRELI EPP";"C";;1.774.516,21;403.251,00;"NORMAL";"BEBIDAS";"CUPIRA";"II";11/01/2018;
"075229080";"29337012000198";"JEFFERSON BRUNO GALDINO DELMONDES 07482716432";"A";4,17;121.526,17;35.710,00;"SIMEI";"MATERIAL DE CONSTRUCAO";"TRINDADE";"III";10/01/2018;
"075199742";"29341228000127";"ANTONIO CARLOS DA SILVA 70263415457";"A";;75.347,25;;"SIMEI";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";10/01/2018;
"075190877";"29337455000189";"MARIA FORTUNATA DA SILVA 04018450443";"A";;68.766,50;;"SIMEI";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";10/01/2018;
"075189518";"29405333000182";"GUTEMBERG BASILIO NASCIMENTO SILVA EIRELI ME";"C";;32.696,00;1.501.267,52;"SIMPLES NACIONAL";"INDUSTRIA DE ALIMENTOS";"AGUA PRETA";"I";10/01/2018;
"075186500";"29400635000168";"A.K.P. DA SILVA EPP";"S";;999.682,54;;"NORMAL";"SUPERMERCADOS";"AFRANIO";"III";10/01/2018;"SANDRA APARECIDA SOARES DA SILVA"
"075182939";"29389396000192";"SAO LUIS ALIMENTOS LTDA";"C";3.218,80;786.464,40;368.097,85;"NORMAL";"SUPERMERCADOS";"GOIANA";"I";09/01/2018;"JOSE ANTONIO BARBOSA JUNIOR"
"075178079";"29378097000152";"R.S.S. BOZI EPP";"C";;1.013.800,61;;"NORMAL";"SUPERMERCADOS";"LAGOA DOS GATOS";"II";08/01/2018;"SANDRA APARECIDA SOARES DA SILVA"
"075161699";"29330672000147";"J.C. DE PAULO EPP";"C";;888.422,20;;"NORMAL";"SUPERMERCADOS";"TRIUNFO";"II";28/12/2017;"SANDRA APARECIDA SOARES DA SILVA"
"075156695";"29324590000190";"SOARES E MAGALHAES LTDA ME";"C";;;;"NORMAL";"SUPERMERCADOS";"PARNAMIRIM";"III";27/12/2017;
"075154218";"29317599000173";"JOSENILDO ALVES DOS SANTOS 41767225415";"A";;370.057,00;;"SIMEI";"ATACADO DE ALIMENTOS";"JABOATAO DOS GUARARAPES";"I";26/12/2017;
"075154056";"29317587000149";"EDSON CAVALCANTI DA SILVA 03331864439";"C";;544.604,98;;"SIMEI";"ATACADO DE ALIMENTOS";"POCAO";"II";26/12/2017;
"075129027";"29301253000187";"MARIA CILENE DA SILVA 07963185493";"S";1.444,11;93.514,84;;"SIMPLES NACIONAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";26/12/2017;
"075097079";"29316047000140";"C.R REPRESENTACOES E COMERCIO DE ALIMENTOS LTDA EPP";"C";;1.448.561,00;606.654,37;"NORMAL";"BEBIDAS";"JUREMA";"II";22/12/2017;
"075087359";"29300968000115";"ISABELA F A DE ALMEIDA ALIMENTOS EIRELI EPP";"C";;;1.312.839,74;"NORMAL";"BEBIDAS";"FLORES";"II";20/12/2017;
"075085143";"29298765000131";"ISABELA FRANCISCA AMORIM DE ALMEIDA ME";"C";;641.935,83;4.298.276,69;"NORMAL";"BEBIDAS";"FLORES";"II";20/12/2017;
"075084848";"29298756000140";"THALYANA IZIDIO DE OLIVEIRA ME";"C";;1.321.740,00;49.040,97;"NORMAL";"BEBIDAS";"ALAGOINHA";"II";20/12/2017;
"075084686";"29296880000177";"NADIA ADRIANA ALVES DE SOUZA ME";"C";;;;"NORMAL";"INDUSTRIA";"TIMBAUBA";"I";19/12/2017;"JOSE ANTONIO BARBOSA JUNIOR"
"075081741";"29292345000148";"CLEYTON EDVALDO DA SILVA EPP";"C";;957.855,59;;"NORMAL";"BEBIDAS";"AMARAJI";"I";19/12/2017;"SANDRA APARECIDA SOARES DA SILVA"
"075077558";"29280751000190";"BRUNO BISPO SILVA 10474969410";"C";;234.687,63;;"SIMEI";"TECIDOS";"CARUARU";"II";18/12/2017;
"075074451";"29279227000108";"PAULA DA ROCHA AMAZONAS PAIXAO 10781580455";"S";1,00;;40.289,00;"SIMPLES NACIONAL";"VAREJO";"RECIFE";"I";18/12/2017;
"075064812";"29272980000163";"THIAGO ROMULO NASCIMENTO MONTEIRO 11075036470";"C";1,00;153.760,23;422.971,26;"SIMEI";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";18/12/2017;
"075061040";"29269357000151";"KARLA FABIANA DA SILVA MELO 02845518480";"S";286,84;265.996,37;;"SIMPLES NACIONAL";"SUPERMERCADOS";"ITAQUITINGA";"I";18/12/2017;"MOACIR JOSE DOS SANTOS"
"075048701";"29263278000133";"ROGERIO ALEXANDRE DA CRUZ 04203817404";"A";879,95;52.505,50;163.821,50;"SIMPLES NACIONAL";"ATACADO DE ALIMENTOS";"RECIFE";"I";18/12/2017;
"075048370";"29263203000152";"VALDEILSON JOSE DA SILVA 11786935465";"A";3,22;97,90;153.335,14;"SIMEI";"INDUSTRIA DE ALIMENTOS";"CABO DE SANTO AGOSTINHO";"I";18/12/2017;
"075010488";"29284570000132";"JAILSON DO N SILVA EPP";"C";;234.500,00;;"NORMAL";"SUPERMERCADOS";"SERRA TALHADA";"II";18/12/2017;"VERA LUCIA REVOREDO PASSOS"
"075004160";"12302785000136";"EDVALDO GALDINO SILVA ME";"C";272,13;1.253.417,07;268.710,00;"SIMPLES NACIONAL";"SUPERMERCADOS";"CARUARU";"II";14/12/2017;
"074993887";"29251564000189";"JOSE EDVALDO SOARES DE SOUZA FILHO ME";"C";;607.857,80;;"NORMAL";"SUPERMERCADOS";"PARNAMIRIM";"III";12/12/2017;
"074979620";"26025979000146";"FRANCISCA CLAUDIA BRAS DE ALMEIDA 08599090429";"S";;248.960,00;;"SIMPLES NACIONAL";"ATACADO DE ALIMENTOS";"GAMELEIRA";"I";11/12/2017;
"074972103";"29226711000160";"ELIZABETH SILVA LIMA 11181892481";"A";;149.139,71;;"SIMEI";"TECIDOS";"RECIFE";"I";11/12/2017;
"074930290";"29243692000180";"JOICE BRENA PEREIRA DA SILVA ME";"C";;1.169.795,00;1.753.661,49;"NORMAL";"BEBIDAS";"ILHA DE ITAMARACA";"I";11/12/2017;
"074927310";"27469467000484";"FABIANO BERTO DE SOUZA SILVA EPP";"S";;1.259.979,04;1.159.471,44;"NORMAL";"TECIDOS";"JATAUBA";"II";08/12/2017;
"074926853";"27016125000590";"AMANDA KELLY DO NASCIMENTO SILVA";"S";2.003,92;181.579,92;2.084.689,22;"NORMAL";"TECIDOS";"JATAUBA";"II";08/12/2017;
"074926268";"29233867000179";"R. SILVA DE OLIVEIRA EPP";"C";;1.309.325,00;191.025,00;"NORMAL";"SUPERMERCADOS";"SALOA";"II";08/12/2017;
"074920812";"29224969000128";"M V DOS SANTOS COMERCIO ALIMENTOS EIRELI ME";"C";;2.261.848,24;126.318,35;"NORMAL";"ATACADO DE ALIMENTOS";"POMBOS";"II";07/12/2017;
"074917005";"29216552000113";"JONAS G DE ARAUJO ME";"S";;303.506,88;40.200,00;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";06/12/2017;
"074916971";"29216548000155";"ALCIONE M DA SILVA CONFECCOES ME";"S";;78.347,08;156.307,60;"NORMAL";"TECIDOS";"JATAUBA";"II";06/12/2017;
"074916890";"29216535000186";"R C PEREIRA DE LUCENA ME";"S";4.067,00;1.125.967,85;2.058.725,06;"NORMAL";"TECIDOS";"JATAUBA";"II";06/12/2017;
"074880683";"29175230000173";"PEDRO JORGE ALVES DO NASCIMENTO 02498295410";"C";;647.849,92;;"NORMAL";"BEBIDAS";"BUIQUE";"II";05/12/2017;
"074864998";"29163231000106";"MANUELLE FELICIANA DE AQUINO SILVA 05941257406";"A";;100.638,10;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"BARREIROS";"I";05/12/2017;
"074855301";"29157010000117";"PEDRO LEITE DA SILVA FILHO 08159338430";"C";;244.528,21;;"NORMAL";"TECIDOS";"SURUBIM";"II";05/12/2017;
"074836277";"29206780000102";"P. M. DA SILVA MERCADINHO ME";"C";;1.442.647,42;;"NORMAL";"SUPERMERCADOS";"BEZERROS";"II";05/12/2017;
"074831984";"09579300000222";"ALEXANDRE PAULO DA SILVA ME";"S";;209.363,52;;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";01/12/2017;
"074830902";"27174665000410";"VANESSA BATISTA DE SALES";"S";982,60;252.359,01;914.235,40;"NORMAL";"TECIDOS";"TAQUARITINGA DO NORTE";"II";01/12/2017;
